Mannouba,0,0,0,0,0,0,0,0,0,0,0,0,2,october,2011,0,0
Ben Arous,19,193,404,7,58,207,40,117,1325,66,368,1936,2,october,2011,3.409,19.008
Bizerte,16,206,480,14,12,430,53,204,1996,83,422,2906,2,october,2011,2.856,14.522
Nabeul,23,508,1195,20,170,582,109,373,3950,152,1051,5727,2,october,2011,2.654,18.352
Zaghouan,0,0,0,0,0,0,0,0,0,0,0,0,2,october,2011,0,0
Beja,9,34,218,13,22,178,60,28,634,82,84,1030,2,october,2011,7.961,8.155
Jendouba ,25,216,493,20,25,317,11,37,2019,56,278,2829,2,october,2011,1.979,9.827
Le Kef,0,384,622,96,0,823,270,0,3886,366,384,5331,2,october,2011,6.866,7.203
Siliana,0,0,0,0,0,0,0,0,0,0,0,0,2,october,2011,0,0
Kairouan,102,119,1100,46,137,767,154,259,4878,302,515,6745,2,october,2011,4.477,7.635
Sousse,31,200,946,29,100,642,97,191,2581,157,491,4169,2,october,2011,3.766,11.777
Mahdia,2,54,344,24,0,140,52,0,980,78,54,1464,2,october,2011,5.328,3.689
Monastir,0,0,0,0,0,0,0,0,0,0,0,0,2,october,2011,0,0
Kasserine,40,6,472,9,0,189,18,0,945,67,6,1606,2,october,2011,4.172,0.374
Sfax,0,0,0,0,0,0,0,0,0,0,0,0,2,october,2011,0,0
Gabes,79,42,955,161,0,788,289,0,3196,529,42,4939,2,october,2011,10.711,0.85
Kebili,12,130,514,22,28,437,122,180,3022,156,338,3973,2,october,2011,3.927,8.507
Gafsa,11,0,46,5,0,80,14,0,346,30,0,472,2,october,2011,6.356,0
Sidi Bouzid,133,171,892,75,94,900,148,201,4057,356,466,5849,2,october,2011,6.087,7.967
Tozeur,3,16,138,8,19,119,38,21,786,49,56,1043,2,october,2011,4.698,5.369
Medenine,16,23,663,19,26,911,40,50,2758,75,99,4332,2,october,2011,1.731,2.285
Tataouin,6,21,83,9,28,146,45,57,636,60,106,865,2,october,2011,6.936,12.254
Tunis,17,356,724,25,82,367,46,111,1144,88,549,2235,3,october,2011,3.937,24.564
Ariana,18,0,280,25,0,290,56,0,1110,99,0,1680,3,october,2011,5.893,0
Mannouba,0,0,0,0,0,0,0,0,0,0,0,0,3,october,2011,0,0
Ben Arous,38,315,558,9,76,229,51,133,1700,98,524,2487,3,october,2011,3.94,21.07
Bizerte,5,244,614,20,113,474,57,282,2177,82,639,3265,3,october,2011,2.511,19.571
Nabeul,44,608,1385,69,186,700,180,574,5851,293,1368,7936,3,october,2011,3.692,17.238
Zaghouan,25,0,339,23,0,347,49,0,1284,97,0,1970,3,october,2011,4.924,0
Beja,15,32,364,16,7,117,50,9,603,81,48,1084,3,october,2011,7.472,4.428
Jendouba ,32,205,430,24,42,450,67,53,1810,123,300,2690,3,october,2011,4.572,11.152
Le Kef,0,405,869,115,0,684,323,0,4477,438,405,6030,3,october,2011,7.264,6.716
Siliana,0,0,0,0,0,0,0,0,0,0,0,0,3,october,2011,0,0
Kairouan,44,118,1339,66,111,914,190,261,5225,300,490,7478,3,october,2011,4.012,6.553
Sousse,29,314,1090,27,97,741,116,238,2662,172,649,4493,3,october,2011,3.828,14.445
Mahdia,10,0,254,15,0,118,36,0,834,61,0,1206,3,october,2011,5.058,0
Monastir,0,0,0,0,0,0,0,0,0,0,0,0,3,october,2011,0,0
Kasserine,9,0,348,6,0,132,25,0,595,40,0,1075,3,october,2011,3.721,0
Sfax,0,0,0,0,0,0,0,0,0,0,0,0,3,october,2011,0,0
Gabes,58,46,1136,105,0,854,307,0,3434,470,46,5424,3,october,2011,8.665,0.848
Kebili,24,157,659,25,58,509,141,195,3522,190,410,4690,3,october,2011,4.051,8.742
Gafsa,0,0,0,0,0,0,0,0,0,0,0,0,3,october,2011,0,0
Sidi Bouzid,82,151,811,77,81,701,143,106,2880,302,338,4392,3,october,2011,6.876,7.696
Tozeur,9,27,139,13,23,129,69,64,956,91,114,1224,3,october,2011,7.435,9.314
Medenine,12,34,528,11,54,487,45,126,2082,68,214,3097,3,october,2011,2.196,6.91
Tataouin,18,30,96,14,43,118,29,67,766,61,140,980,3,october,2011,6.224,14.286
Tunis,17,321,852,29,77,338,34,101,1135,80,499,2325,4,october,2011,3.441,21.462
Ariana,29,0,295,8,0,202,42,0,1052,79,0,1549,4,october,2011,5.1,0
Mannouba,34,29,306,19,16,379,50,24,2540,103,69,3225,4,october,2011,3.194,2.14
Ben Arous,29,284,500,16,61,234,41,105,1513,86,450,2247,4,october,2011,3.827,20.027
Bizerte,10,227,575,14,94,386,42,188,1537,66,509,2498,4,october,2011,2.642,20.376
Nabeul,41,502,1299,37,169,598,125,114,4445,203,785,6342,4,october,2011,3.201,12.378
Zaghouan,7,0,331,17,0,267,52,0,1376,76,0,1974,4,october,2011,3.85,0
Beja,19,64,350,11,14,117,56,28,692,86,106,1159,4,october,2011,7.42,9.146
Jendouba ,43,232,534,31,51,591,79,41,2185,153,324,3310,4,october,2011,4.622,9.789
Le Kef,0,387,721,110,0,660,416,0,4095,526,387,5476,4,october,2011,9.606,7.067
Siliana,0,0,0,0,0,0,0,0,0,0,0,0,4,october,2011,0,0
Kairouan,39,202,1297,82,192,1135,216,266,5467,337,660,7899,4,october,2011,4.266,8.355
Sousse,28,265,969,25,76,729,92,177,2575,145,518,4273,4,october,2011,3.393,12.123
Mahdia,8,69,264,23,0,221,53,0,955,84,69,1440,4,october,2011,5.833,4.792
Monastir,17,0,522,3,0,364,5,0,608,25,0,1494,4,october,2011,1.673,0
Kasserine,66,0,389,10,0,170,14,4,896,90,4,1455,4,october,2011,6.186,0.275
Sfax,69,168,878,52,80,992,134,230,4260,255,478,6130,4,october,2011,4.16,7.798
Gabes,27,94,1111,72,0,752,189,3,3549,288,97,5412,4,october,2011,5.322,1.792
Kebili,26,135,583,30,33,468,133,150,3295,189,318,4346,4,october,2011,4.349,7.317
Gafsa,28,0,230,13,0,183,69,0,1275,110,0,1688,4,october,2011,6.517,0
Sidi Bouzid,105,126,814,90,77,741,181,257,3895,376,460,5450,4,october,2011,6.899,8.44
Tozeur,17,23,315,40,21,261,92,52,1371,149,96,1947,4,october,2011,7.653,4.931
Medenine,45,56,935,36,47,997,104,91,3456,185,194,5388,4,october,2011,3.434,3.601
Tataouin,10,21,132,14,39,168,36,68,679,60,128,979,4,october,2011,6.129,13.075
Tunis,0,0,0,0,0,0,0,0,0,0,0,0,1,november,2011,0,0
Ariana,6,0,168,14,0,152,18,0,724,38,0,1044,1,november,2011,3.64,0
Mannouba,4,1,75,1,1,55,18,0,363,23,2,493,1,november,2011,4.665,0.406
Ben Arous,26,194,348,6,25,189,28,67,979,60,286,1516,1,november,2011,3.958,18.865
Bizerte,3,153,379,10,78,308,38,138,1386,51,369,2073,1,november,2011,2.46,17.8
Nabeul,51,475,1033,22,135,550,91,355,3804,164,965,5387,1,november,2011,3.044,17.913
Zaghouan,0,0,0,0,0,0,0,0,0,0,0,0,1,november,2011,0,0
Beja,18,19,223,8,13,92,48,23,596,74,55,911,1,november,2011,8.123,6.037
Jendouba ,17,206,419,20,23,296,40,29,1672,77,258,2387,1,november,2011,3.226,10.809
Le Kef,0,309,554,120,0,609,314,0,3644,434,309,4807,1,november,2011,9.029,6.428
Siliana,26,0,254,12,0,69,51,0,853,89,0,1176,1,november,2011,7.568,0
Kairouan,47,131,1157,48,74,892,202,166,5027,297,371,7076,1,november,2011,4.197,5.243
Sousse,5,69,484,11,41,452,45,117,1898,61,227,2834,1,november,2011,2.152,8.01
Mahdia,5,51,207,15,0,118,33,0,699,53,51,1024,1,november,2011,5.176,4.98
Monastir,0,0,0,0,0,0,0,0,0,0,0,0,1,november,2011,0,0
Kasserine,68,0,438,10,0,134,28,4,655,106,4,1227,1,november,2011,8.639,0.326
Sfax,62,172,684,35,85,807,117,228,3688,214,485,5179,1,november,2011,4.132,9.365
Gabes,0,0,0,0,0,0,0,0,0,0,0,0,1,november,2011,0,0
Kebili,20,155,604,32,50,399,126,126,3226,178,331,4229,1,november,2011,4.209,7.827
Gafsa,12,0,26,10,0,245,21,0,1380,43,0,1651,1,november,2011,2.604,0
Sidi Bouzid,75,165,682,45,49,587,310,95,4087,430,309,5356,1,november,2011,8.028,5.769
Tozeur,4,22,111,9,38,149,17,45,727,30,105,987,1,november,2011,3.04,10.638
Medenine,48,135,664,41,70,500,105,127,2734,194,332,3898,1,november,2011,4.977,8.517
Tataouin,2,31,104,3,46,125,26,56,690,31,133,919,1,november,2011,3.373,14.472
Tunis,24,224,625,22,50,294,32,70,868,78,344,1787,2,november,2011,4.365,19.25
Ariana,15,0,230,11,0,163,29,0,878,55,0,1271,2,november,2011,4.327,0
Mannouba,12,11,220,22,5,300,14,11,871,48,27,1391,2,november,2011,3.451,1.941
Ben Arous,27,191,364,5,45,199,31,68,1020,63,304,1583,2,november,2011,3.98,19.204
Bizerte,12,191,440,7,94,399,46,214,1703,65,499,2542,2,november,2011,2.557,19.63
Nabeul,0,0,0,0,0,0,0,0,0,0,0,0,2,november,2011,0,0
Zaghouan,12,0,239,12,0,330,45,0,1214,69,0,1783,2,november,2011,3.87,0
Beja,16,27,236,7,15,82,31,14,502,54,56,820,2,november,2011,6.585,6.829
Jendouba ,37,256,477,16,41,363,44,27,1566,97,324,2406,2,november,2011,4.032,13.466
Le Kef,0,373,636,69,0,557,421,0,3497,490,373,4690,2,november,2011,10.448,7.953
Siliana,6,0,120,23,0,238,73,0,1598,102,0,1956,2,november,2011,5.215,0
Kairouan,36,165,1227,62,115,777,209,242,4789,307,522,6793,2,november,2011,4.519,7.684
Sousse,0,0,0,0,0,0,0,0,0,0,0,0,2,november,2011,0,0
Mahdia,6,55,245,17,0,248,32,0,855,55,55,1348,2,november,2011,4.08,4.08
Monastir,22,0,155,20,0,321,39,0,885,81,0,1361,2,november,2011,5.952,0
Kasserine,14,205,573,2,0,152,17,10,869,33,215,1594,2,november,2011,2.07,13.488
Sfax,63,246,840,51,86,809,136,303,3524,250,635,5173,2,november,2011,4.833,12.275
Gabes,56,81,930,73,0,669,242,0,3344,371,81,4943,2,november,2011,7.506,1.639
Kebili,32,125,593,42,49,436,155,133,2882,229,307,3911,2,november,2011,5.855,7.85
Gafsa,16,0,122,3,0,84,40,0,580,59,0,786,2,november,2011,7.506,0
Sidi Bouzid,14,105,597,26,80,480,134,89,3049,174,274,4126,2,november,2011,4.217,6.641
Tozeur,8,8,87,16,23,128,45,57,642,69,88,857,2,november,2011,8.051,10.268
Medenine,20,162,1023,44,63,1150,104,207,3687,168,432,5860,2,november,2011,2.867,7.372
Tataouin,14,24,80,17,23,89,36,31,488,67,78,657,2,november,2011,10.198,11.872
Tunis,30,309,743,23,68,379,57,84,1137,110,461,2259,3,november,2011,4.869,20.407
Ariana,43,0,717,51,0,717,71,0,1984,165,0,3418,3,november,2011,4.827,0
Mannouba,26,26,204,28,26,439,72,55,1036,126,107,1679,3,november,2011,7.504,6.373
Ben Arous,0,0,0,0,0,0,0,0,0,0,0,0,3,november,2011,0,0
Bizerte,0,0,0,0,0,0,0,0,0,0,0,0,3,november,2011,0,0
Nabeul,108,484,1236,31,149,644,136,401,4860,275,1034,6740,3,november,2011,4.08,15.341
Zaghouan,19,0,309,20,0,307,53,0,1310,92,0,1926,3,november,2011,4.777,0
Beja,15,49,250,6,25,95,39,41,494,60,115,839,3,november,2011,7.151,13.707
Jendouba ,27,276,527,24,73,506,78,74,1939,129,423,2972,3,november,2011,4.341,14.233
Le Kef,0,437,812,155,0,822,566,0,4577,721,437,6211,3,november,2011,11.608,7.036
Siliana,12,0,123,38,0,299,98,0,2416,148,0,2838,3,november,2011,5.215,0
Kairouan,63,205,1540,56,128,998,188,297,5598,307,630,8136,3,november,2011,3.773,7.743
Sousse,16,206,895,21,56,605,54,172,2348,91,434,3848,3,november,2011,2.365,11.279
Mahdia,0,0,0,0,0,0,0,0,0,0,0,0,3,november,2011,0,0
Monastir,13,6,114,38,3,239,86,15,1015,137,24,1368,3,november,2011,10.015,1.754
Kasserine,65,220,1130,35,0,359,75,25,1939,175,245,3428,3,november,2011,5.105,7.147
Sfax,135,253,938,72,107,897,201,346,4679,408,706,6514,3,november,2011,6.263,10.838
Gabes,0,0,0,0,0,0,0,0,0,0,0,0,3,november,2011,0,0
Kebili,36,130,636,46,36,503,167,90,2835,249,256,3974,3,november,2011,6.266,6.442
Gafsa,13,0,143,24,0,161,32,0,751,69,0,1055,3,november,2011,6.54,0
Sidi Bouzid,68,196,1877,82,85,641,302,134,2968,452,415,5486,3,november,2011,8.239,7.565
Tozeur,6,26,309,9,18,211,60,43,1160,75,87,1680,3,november,2011,4.464,5.179
Medenine,46,234,992,63,122,1325,148,294,4414,257,650,6731,3,november,2011,3.818,9.657
Tataouin,16,40,113,22,39,135,73,66,722,111,145,970,3,november,2011,11.443,14.948
Tunis,20,308,651,30,85,345,50,99,907,100,492,1903,4,november,2011,5.255,25.854
Ariana,44,0,677,36,0,605,61,0,1742,141,0,3024,4,november,2011,4.663,0
Mannouba,16,40,273,33,38,269,57,71,1234,106,149,1776,4,november,2011,5.968,8.39
Ben Arous,22,175,396,8,53,212,20,77,1262,50,305,1870,4,november,2011,2.674,16.31
Bizerte,4,193,458,10,105,396,39,188,1863,53,486,2717,4,november,2011,1.951,17.887
Nabeul,51,533,1212,32,144,695,120,370,4304,203,1047,6211,4,november,2011,3.268,16.857
Zaghouan,25,0,367,19,0,289,66,0,1394,110,0,2050,4,november,2011,5.366,0
Beja,26,50,484,14,39,292,48,44,681,88,133,1457,4,november,2011,6.04,9.128
Jendouba ,51,269,643,70,68,563,100,53,2107,221,390,3313,4,november,2011,6.671,11.772
Le Kef,0,452,721,172,0,691,535,0,3913,707,452,5325,4,november,2011,13.277,8.488
Siliana,7,0,190,35,0,305,63,0,1830,105,0,2325,4,november,2011,4.516,0
Kairouan,66,207,1399,73,109,909,230,278,4865,369,594,7173,4,november,2011,5.144,8.281
Sousse,16,245,875,15,81,607,71,219,2216,102,545,3698,4,november,2011,2.758,14.738
Mahdia,15,68,271,22,0,204,63,0,960,100,68,1435,4,november,2011,6.969,4.739
Monastir,13,1,143,43,0,211,125,2,859,181,3,1213,4,november,2011,14.922,0.247
Kasserine,42,272,1091,66,5,249,117,12,1788,225,289,3128,4,november,2011,7.193,9.239
Sfax,102,239,801,80,112,939,175,357,3963,357,708,5703,4,november,2011,6.26,12.415
Gabes,80,77,996,86,0,595,340,3,3235,506,80,4826,4,november,2011,10.485,1.658
Kebili,0,0,0,0,0,0,0,0,0,0,0,0,4,november,2011,0,0
Gafsa,20,0,304,42,0,333,58,0,1437,120,0,2074,4,november,2011,5.786,0
Sidi Bouzid,93,316,1151,93,75,928,234,178,4458,420,569,6537,4,november,2011,6.425,8.704
Tozeur,19,36,266,20,26,224,71,58,946,110,120,1436,4,november,2011,7.66,8.357
Medenine,59,152,976,57,83,930,140,265,3621,256,500,5527,4,november,2011,4.632,9.046
Tataouin,25,45,102,24,41,130,46,53,613,95,139,845,4,november,2011,11.243,16.45
Tunis,24,318,740,30,87,262,39,56,703,93,461,1705,5,november,2011,5.455,27.038
Ariana,32,0,600,36,0,569,41,0,1981,109,0,3150,5,november,2011,3.46,0
Mannouba,19,31,333,37,25,187,58,39,1444,114,95,1964,5,november,2011,5.804,4.837
Ben Arous,22,176,421,12,64,240,35,125,1372,69,365,2033,5,november,2011,3.394,17.954
Bizerte,8,256,601,8,118,464,35,243,2009,51,617,3074,5,november,2011,1.659,20.072
Nabeul,90,672,1345,60,175,534,127,403,4808,277,1250,6687,5,november,2011,4.142,18.693
Zaghouan,16,0,361,24,0,254,54,0,1176,94,0,1791,5,november,2011,5.248,0
Beja,14,68,374,16,21,358,46,30,632,76,119,1364,5,november,2011,5.572,8.724
Jendouba ,44,298,571,49,37,451,58,68,1899,151,403,2921,5,november,2011,5.169,13.797
Le Kef,0,0,0,0,0,0,0,0,0,0,0,0,5,november,2011,0,0
Siliana,8,0,188,24,0,421,82,0,1969,114,0,2578,5,november,2011,4.422,0
Kairouan,84,201,1314,80,168,822,222,309,4626,386,678,6762,5,november,2011,5.708,10.027
Sousse,10,324,942,18,95,580,59,260,2587,87,679,4109,5,november,2011,2.117,16.525
Mahdia,10,83,270,28,0,158,66,0,974,104,83,1402,5,november,2011,7.418,5.92
Monastir,12,1,165,35,3,433,91,4,1147,138,8,1745,5,november,2011,7.908,0.458
Kasserine,51,164,907,46,4,328,90,12,1562,187,180,2797,5,november,2011,6.686,6.435
Sfax,144,190,904,82,130,843,169,355,4262,395,675,6009,5,november,2011,6.573,11.233
Gabes,0,0,0,0,0,0,0,0,0,0,0,0,5,november,2011,0,0
Kebili,39,149,665,28,49,415,157,154,3120,224,352,4200,5,november,2011,5.333,8.381
Gafsa,8,0,88,7,0,88,49,0,521,64,0,697,5,november,2011,9.182,0
Sidi Bouzid,49,108,705,35,51,758,142,126,3918,226,285,5381,5,november,2011,4.2,5.296
Tozeur,3,28,53,2,20,32,23,22,314,28,70,399,5,november,2011,7.018,17.544
Medenine,38,209,1050,56,75,934,142,297,3806,236,581,5790,5,november,2011,4.076,10.035
Tataouin,21,34,109,21,25,129,40,60,688,82,119,926,5,november,2011,8.855,12.851
Tunis,17,384,804,22,89,389,73,83,1017,112,556,2210,1,december,2011,5.068,25.158
Ariana,27,0,452,19,0,272,35,0,1323,81,0,2047,1,december,2011,3.957,0
Mannouba,17,51,341,32,34,339,82,69,1750,131,154,2430,1,december,2011,5.391,6.337
Ben Arous,51,287,503,6,72,222,53,111,1382,110,470,2107,1,december,2011,5.221,22.307
Bizerte,12,182,500,18,118,444,61,225,1750,91,525,2694,1,december,2011,3.378,19.488
Nabeul,38,559,1261,63,147,454,119,451,3992,220,1157,5707,1,december,2011,3.855,20.273
Zaghouan,26,0,292,21,0,219,72,0,1194,119,0,1705,1,december,2011,6.979,0
Beja,13,86,380,15,14,211,33,38,466,61,138,1057,1,december,2011,5.771,13.056
Jendouba ,70,361,687,85,57,470,161,63,2103,316,481,3260,1,december,2011,9.693,14.755
Le Kef,0,497,822,138,0,524,522,0,4015,660,497,5361,1,december,2011,12.311,9.271
Siliana,8,0,191,40,0,268,89,0,1536,137,0,1995,1,december,2011,6.867,0
Kairouan,98,194,1482,85,100,842,242,187,3909,425,481,6233,1,december,2011,6.819,7.717
Sousse,13,333,994,31,70,524,62,209,2372,106,612,3890,1,december,2011,2.725,15.733
Mahdia,19,12,303,11,0,143,38,0,868,68,12,1314,1,december,2011,5.175,0.913
Monastir,21,1,144,34,0,241,106,0,785,161,1,1170,1,december,2011,13.761,0.085
Kasserine,40,299,1002,21,1,171,62,15,1159,123,315,2332,1,december,2011,5.274,13.508
Sfax,129,270,869,79,124,760,218,323,4248,426,717,5877,1,december,2011,7.249,12.2
Gabes,56,83,941,74,0,724,241,0,2834,371,83,4499,1,december,2011,8.246,1.845
Kebili,30,132,672,31,27,363,152,139,2732,213,298,3767,1,december,2011,5.654,7.911
Gafsa,8,0,121,26,0,169,103,0,754,137,0,1044,1,december,2011,13.123,0
Sidi Bouzid,208,137,1242,126,36,740,892,237,3031,1226,410,5013,1,december,2011,24.456,8.179
Tozeur,7,44,114,9,43,129,48,77,689,64,164,932,1,december,2011,6.867,17.597
Medenine,37,227,1129,73,93,933,143,259,3971,253,579,6033,1,december,2011,4.194,9.597
Tataouin,29,0,113,15,0,92,52,0,573,96,0,778,1,december,2011,12.339,0
Tunis,30,455,736,56,190,535,76,103,1022,162,748,2293,2,december,2011,7.065,32.621
Ariana,53,0,748,62,0,771,91,0,1687,206,0,3206,2,december,2011,6.425,0
Mannouba,37,41,334,59,38,563,72,46,1735,168,125,2632,2,december,2011,6.383,4.749
Ben Arous,42,348,620,14,172,301,39,122,1259,95,642,2180,2,december,2011,4.358,29.45
Bizerte,8,255,523,15,139,514,81,242,2073,104,636,3110,2,december,2011,3.344,20.45
Nabeul,69,679,1333,74,287,711,241,571,4739,384,1537,6783,2,december,2011,5.661,22.66
Zaghouan,12,0,381,24,0,278,78,0,1271,114,0,1930,2,december,2011,5.907,0
Beja,12,68,175,17,23,119,57,36,422,86,127,716,2,december,2011,12.011,17.737
Jendouba ,62,252,596,47,80,556,101,45,1737,210,377,2889,2,december,2011,7.269,13.049
Le Kef,0,431,791,149,0,747,564,0,3886,713,431,5424,2,december,2011,13.145,7.946
Siliana,11,0,164,47,0,408,90,0,1683,148,0,2255,2,december,2011,6.563,0
Kairouan,126,246,1536,153,142,895,325,389,4405,604,777,6836,2,december,2011,8.836,11.366
Sousse,22,277,973,22,123,760,89,240,2110,133,640,3843,2,december,2011,3.461,16.654
Mahdia,3,82,242,17,0,187,37,0,694,57,82,1123,2,december,2011,5.076,7.302
Monastir,34,6,144,75,13,420,129,19,877,238,38,1441,2,december,2011,16.516,2.637
Kasserine,44,316,1027,63,20,341,254,39,1749,361,375,3117,2,december,2011,11.582,12.031
Sfax,97,278,866,123,204,1102,198,388,4242,418,870,6210,2,december,2011,6.731,14.01
Gabes,33,216,1039,98,0,998,246,0,3477,377,216,5514,2,december,2011,6.837,3.917
Kebili,34,162,614,43,44,528,218,180,2907,295,386,4049,2,december,2011,7.286,9.533
Gafsa,0,0,0,0,0,0,0,0,0,0,0,0,2,december,2011,0,0
Sidi Bouzid,45,241,542,113,134,539,226,190,2445,384,565,3526,2,december,2011,10.891,16.024
Tozeur,9,48,144,24,49,149,55,69,796,88,166,1089,2,december,2011,8.081,15.243
Medenine,60,235,909,66,111,921,160,306,3374,286,652,5204,2,december,2011,5.496,12.529
Tataouin,18,56,142,18,35,137,72,85,843,108,176,1122,2,december,2011,9.626,15.686
Tunis,56,357,667,32,118,375,71,145,765,159,620,1807,3,december,2011,8.799,34.311
Ariana,35,0,1035,30,0,804,69,0,1688,134,0,3527,3,december,2011,3.799,0
Mannouba,29,23,293,36,19,401,78,51,1670,143,93,2364,3,december,2011,6.049,3.934
Ben Arous,42,285,532,12,82,255,34,115,1261,88,482,2048,3,december,2011,4.297,23.535
Bizerte,18,205,464,12,116,360,61,254,1563,91,575,2387,3,december,2011,3.812,24.089
Nabeul,122,601,1202,72,291,659,236,686,4393,430,1578,6254,3,december,2011,6.876,25.232
Zaghouan,12,0,285,15,0,226,51,0,1023,78,0,1534,3,december,2011,5.085,0
Beja,18,19,300,15,3,147,60,19,746,93,41,1193,3,december,2011,7.795,3.437
Jendouba ,0,0,0,0,0,0,0,0,0,0,0,0,3,december,2011,0,0
Le Kef,0,411,672,163,0,534,330,0,3369,493,411,4575,3,december,2011,10.776,8.984
Siliana,22,0,167,30,0,328,88,0,1880,140,0,2375,3,december,2011,5.895,0
Kairouan,158,220,1377,108,154,853,285,347,4603,551,721,6833,3,december,2011,8.064,10.552
Sousse,22,317,921,21,113,618,72,214,1992,115,644,3531,3,december,2011,3.257,18.238
Mahdia,7,89,299,26,0,203,65,0,1074,98,89,1576,3,december,2011,6.218,5.647
Monastir,15,5,121,23,12,378,157,19,851,195,36,1350,3,december,2011,14.444,2.667
Kasserine,67,267,788,35,0,133,140,0,984,242,267,1905,3,december,2011,12.703,14.016
Sfax,98,269,862,116,174,931,198,377,3836,412,820,5629,3,december,2011,7.319,14.567
Gabes,116,80,1033,103,0,684,334,0,3483,553,80,5200,3,december,2011,10.635,1.538
Kebili,49,175,671,60,49,602,218,153,3128,327,377,4401,3,december,2011,7.43,8.566
Gafsa,17,0,557,17,0,495,81,0,1764,115,0,2816,3,december,2011,4.084,0
Sidi Bouzid,121,138,849,90,56,626,147,194,2768,358,388,4243,3,december,2011,8.437,9.144
Tozeur,11,37,163,18,42,165,68,72,802,97,151,1130,3,december,2011,8.584,13.363
Medenine,66,146,707,77,125,1163,173,312,3370,316,583,5240,3,december,2011,6.031,11.126
Tataouin,17,33,112,8,35,152,51,76,560,76,144,824,3,december,2011,9.223,17.476
Tunis,26,324,585,61,108,418,147,74,882,234,506,1885,4,december,2011,12.414,26.844
Ariana,28,0,817,17,0,800,44,0,1720,89,0,3337,4,december,2011,2.667,0
Mannouba,35,24,285,58,31,469,104,38,1460,197,93,2214,4,december,2011,8.898,4.201
Ben Arous,31,167,334,9,74,249,23,137,1132,63,378,1715,4,december,2011,3.673,22.041
Bizerte,4,207,455,10,135,398,57,274,1766,71,616,2619,4,december,2011,2.711,23.52
Nabeul,62,576,1185,54,159,694,264,606,4169,380,1341,6048,4,december,2011,6.283,22.173
Zaghouan,26,0,292,21,0,219,72,0,1194,119,0,1705,4,december,2011,6.979,0
Beja,19,12,329,14,7,158,55,21,831,88,40,1318,4,december,2011,6.677,3.035
Jendouba ,49,160,474,36,84,441,106,62,1696,191,306,2611,4,december,2011,7.315,11.72
Le Kef,0,377,670,166,0,675,618,0,3642,784,377,4987,4,december,2011,15.721,7.56
Siliana,13,0,187,30,0,270,88,0,1877,131,0,2334,4,december,2011,5.613,0
Kairouan,104,235,1479,71,140,805,302,409,5129,477,784,7413,4,december,2011,6.435,10.576
Sousse,29,269,784,25,96,597,92,230,2353,146,595,3734,4,december,2011,3.91,15.935
Mahdia,16,77,237,27,0,173,74,0,854,117,77,1264,4,december,2011,9.256,6.092
Monastir,21,0,133,74,7,449,150,2,930,245,9,1512,4,december,2011,16.204,0.595
Kasserine,90,194,685,29,0,126,92,0,885,211,194,1696,4,december,2011,12.441,11.439
Sfax,111,234,763,117,137,888,201,304,4023,429,675,5674,4,december,2011,7.561,11.896
Gabes,88,110,1071,81,0,628,429,0,3753,598,110,5452,4,december,2011,10.968,2.018
Kebili,34,195,773,69,107,631,289,287,3570,392,589,4974,4,december,2011,7.881,11.842
Gafsa,19,0,99,19,0,179,56,0,772,94,0,1050,4,december,2011,8.952,0
Sidi Bouzid,91,235,477,108,91,477,294,161,2738,493,487,3692,4,december,2011,13.353,13.191
Tozeur,6,43,169,26,40,162,68,86,870,100,169,1201,4,december,2011,8.326,14.072
Medenine,50,143,923,56,109,816,142,343,4077,248,595,5816,4,december,2011,4.264,10.23
Tataouin,20,22,76,8,17,90,73,71,620,101,110,786,4,december,2011,0,13.995
Tunis,18,290,651,50,71,331,104,137,1084,172,498,2066,1,january,2012,8.325,24.105
Ariana,60,0,956,56,0,676,91,0,1725,207,0,3357,1,january,2012,6.166,0
Mannouba,36,46,172,48,21,358,81,33,1428,165,100,1958,1,january,2012,8.427,5.107
Ben Arous,44,242,424,21,59,259,37,130,1390,102,431,2073,1,january,2012,4.92,20.791
Bizerte,3,151,396,21,71,505,59,176,1752,83,398,2653,1,january,2012,3.129,15.002
Nabeul,97,504,1099,85,177,540,170,567,4093,352,1248,5732,1,january,2012,6.141,21.773
Zaghouan,20,0,246,28,0,230,75,0,1337,123,0,1813,1,january,2012,6.784,0
Beja,15,56,342,10,18,125,37,19,414,62,93,881,1,january,2012,7.037,10.556
Jendouba ,77,190,367,44,48,427,144,66,1870,265,304,2664,1,january,2012,9.947,11.411
Le Kef,0,381,673,129,0,725,539,0,4042,668,381,5440,1,january,2012,12.279,7.004
Siliana,10,0,114,48,0,279,103,0,1938,161,0,2331,1,january,2012,6.907,0
Kairouan,108,201,1305,142,194,996,497,358,5498,747,753,7799,1,january,2012,9.578,9.655
Sousse,31,279,861,26,105,511,145,346,2947,202,730,4319,1,january,2012,4.677,16.902
Mahdia,10,62,194,9,0,179,16,0,826,35,62,1199,1,january,2012,2.919,5.171
Monastir,36,5,137,57,3,273,173,10,1047,266,18,1457,1,january,2012,18.257,1.235
Kasserine,118,163,827,40,14,216,102,35,1280,260,212,2323,1,january,2012,11.192,9.126
Sfax,92,147,595,130,115,1136,289,391,4369,511,653,6100,1,january,2012,8.377,10.705
Gabes,66,127,1066,115,0,976,448,0,3790,629,127,5832,1,january,2012,10.785,2.178
Kebili,65,212,745,138,108,805,316,388,3799,519,708,5349,1,january,2012,9.703,13.236
